Placa;Renavam;Status;Nome Empresa;Nome Consórcio;Número Célula;Número Ordem;Cor;Tipo Veículo;Tipo Cadastro;Padrão Veículo;Tipo Pneu;Padrão Serviço;Número Chassi;Ano Chassi;Modelo Chassi;Modelo Carroceria;Ano Carroceria;Potência Motor;Localização Motor;Tipo Câmbio;Tipo Suspensão;Largura Porta Dianteira Esquerda;Largura Porta Dianteira Direita;Largura Porta Central Esquerda;Largura Porta Central Direita;Largura Porta Traseira Esquerda;Largura Porta Traseira Direita;Quantidade Assentos;Peso Veiculo;Capacidade Tanque1;Capacidade Tanque2;Largura Antes Roleta;Largura Apos Roleta;Comprimento Antes Roleta;Comprimento Apos Roleta;Largura Area Deficientes;Comprimento Area Deficientes;Quantidade Portas Esquerda;Quantidade Portas Direita;Quantidade de Elevador;Quantidade de Wifi;Quantidade de Ar condicionado;Quantidade de TV;Quantidade de GPS;Quantidade de Câmera;Quantidade de Validadores;Quantidade de Roleta eletronica;Quantidade de Suporte de bicicleta
HEM8069;00349991308;Aprovado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25834;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB798976;2011;Mbb of1722m;Induscar apache u;2011;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;60;60;155;720;85;125;0;3;1;0;0;0;0;3;1;1;0
QUF1570;01197033103;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87198;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078LB134154;2019;Mbb of1721 euro v;Comil svelto u;2020;208;Dianteiro;Manual;Molas;00;95;00;95;00;95;42;17000;300;40;65;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HJZ5042;00192087380;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38022;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB685772;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;16000;300;;95;65;80;820;80;120;0;3;1;0;0;0;0;0;0;1;0
QUA6123;01194371997;Baixado;RIT: 5 - Célula: 2 - EXPRESSO UNIR LTDA;LINHA VERDE;2;14250;Prata;Rodoviário;Metropolitano;Medio;;Convencional executivo;9BM979277KB096035;2018;Mbb lo915;Marcopolo senior r;2019;310;Dianteiro;Manual;Pneumática;0;90;0;0;0;0;26;18500;150;0;0;50;0;920;80;120;0;1;1;1;1;0;0;3;1;1;0
GVQ2107;00829832327;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07200;Azul;Pesado;Metropolitano;Padron;;Comercial;9BWRP82W64R422381;2004;Volkswagen 17.210eod;Ciferal citmax u;2004;206;Dianteiro;Manual;Molas;;95;;95;;95;37;16800;300;;60;65;155;700;80;100;0;3;0;0;0;0;0;0;0;1;0
QUG0349;01197631825;Aprovado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87200;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078LB134119;2019;Mbb of1721 euro v;Comil svelto u;2020;208;Dianteiro;Manual;Molas;00;95;00;00;00;95;42;17000;300;40;65;60;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HJZ5044;00192101510;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38023;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB685810;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;60;65;190;720;80;130;0;3;1;0;0;0;0;1;1;1;0
HIJ4930;00143503618;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97017;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W49R929928;2009;Volkswagen 17.230eod;Marcopolo torino u;2009;225;Dianteiro;Manual;Molas;0;100;0;100;0;100;34;17000;300;0;100;65;100;790;88;100;0;3;1;0;0;0;0;4;1;1;0
HEM8053;00349999457;Baixado;RIT: 5 - Célula: 4 - S&M TRANSPORTES S/A (TURILESSA);LINHA VERDE;4;50108;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB798977;2011;Mbb of1722m;Induscar apache u;2011;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;60;60;155;720;85;125;0;3;1;0;0;0;0;0;0;1;0
HIJ4889;00142435635;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97018;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W29R929202;2009;Volkswagen 17.230eod;Marcopolo torino u;2009;225;Dianteiro;Manual;Molas;0;110;0;110;0;110;34;17000;300;0;80;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HIJ4915;00143019384;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97023;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W49R929721;2009;Volkswagen 17.230eod;Marcopolo torino u;2009;225;Dianteiro;Manual;Molas;0;100;0;100;0;100;34;17000;300;0;100;65;100;790;88;100;0;3;1;0;0;0;0;4;1;1;0
HJZ5053;00192105108;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38024;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB686065;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;16000;300;;80;70;170;720;80;130;0;3;1;0;0;0;0;4;1;1;0
GVQ2092;00829805575;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07201;Azul;Pesado;Metropolitano;Padron;;Comercial;9BWRP82W04R422375;2004;Volkswagen 17.210eod;Ciferal citmax u;2004;206;Dianteiro;Manual;Molas;;95;;95;;95;37;16800;300;;60;65;155;700;80;100;0;3;0;0;0;0;0;0;0;1;0
HIJ4887;00142092657;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97024;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W39R929192;2009;Volkswagen 17.230eod;Marcopolo torino u;2009;225;Dianteiro;Manual;Molas;0;110;0;110;0;110;34;16000;300;0;85;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
GVQ2099;00829811532;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07202;Azul;Pesado;Metropolitano;Padron;;Comercial;9BWRP82WX4R421167;2004;Volkswagen 17.210od;Ciferal citmax u;2004;206;Dianteiro;Manual;Molas;;95;;95;;95;37;16800;300;;60;65;155;700;80;100;0;3;0;0;0;0;0;0;0;1;0
HJA7134;00233997385;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97130;Vermelho;Medio;Metropolitano;Padron;;Comercial;9532L82W5AR043564;2010;Volkswagen 17.230eod;Comil svelto u;2010;225;Dianteiro;Manual;Molas;0;100;0;110;0;110;33;17000;300;0;80;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HEM8199;00349996393;Baixado;RIT: 5 - Célula: 4 - S&M TRANSPORTES S/A (TURILESSA);LINHA VERDE;4;50109;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB798979;2011;Mbb of1722m;Induscar apache u;2011;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;60;60;155;720;85;125;0;3;0;0;0;0;0;0;0;1;0
QUA6209;01194370249;Baixado;RIT: 5 - Célula: 2 - EXPRESSO UNIR LTDA;LINHA VERDE;2;14245;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067KB123642;2018;Mbb of1519 euro v;Marcopolo torino u;2019;190;Dianteiro;Manual;Molas;0;96;0;100;0;95;39;17000;330;0;80;55;117;850;83;122;0;3;1;1;0;0;0;3;1;1;0
HJZ5046;00192102311;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38025;Vermelho;Pesado;Metropolitano;Medio;;Comercial;9BM384078AB686021;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;;060;65;80;800;80;120;0;3;1;0;0;0;0;0;0;1;0
QUA6181;01194371075;Baixado;RIT: 5 - Célula: 2 - EXPRESSO UNIR LTDA;LINHA VERDE;2;14246;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067KB123668;2018;Mbb of1519 euro v;Marcopolo torino u;2019;190;Dianteiro;Manual;Molas;0;96;0;0;0;95;39;14000;330;0;80;55;117;850;83;122;0;2;1;1;0;0;0;3;1;1;0
HKW5794;00194662721;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10243;Azul;Leve;Metropolitano;Midi;;Comercial;9BM384067AB679129;2009;Mbb of1418;Neobus spectrum city;2010;177;Dianteiro;Manual;Molas;;74;;;;113;35;14000;210;;80;55;100;690;75;121;0;2;1;0;0;0;0;3;1;1;0
HIJ4911;00142997862;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97015;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W39R929824;2009;Volkswagen 17.230eod;Marcopolo torino u;2009;225;Dianteiro;Manual;Molas;0;110;0;110;0;110;34;17000;300;0;85;65;100;790;80;120;0;3;1;0;0;0;0;4;1;1;0
NYD5175;00464999146;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97523;Azul;Pesado;Metropolitano;Padron;;Comercial;9532L82WXCR236182;2011;Volkswagen 17.230eod;Marcopolo torino u;2012;225;Dianteiro;Manual;Molas;0;100;0;100;0;100;34;1600;300;0;85;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
QQY6139;01192546803;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87186;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9532G82WXLR001608;2019;Volkswagen 17.230od euro v;Comil svelto u;2020;226;Dianteiro;Manual;Molas;00;95;00;00;00;95;42;16000;300;0;65;60;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
QQX3048;01192953000;Aprovado;RIT: 3 - Célula: 3 - EMPRESA DE TRANSPORTES SANTA FÉ LTDA;METROPOLITANO DE TRANSPORTES;3;95046;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9532G82W5KR919538;2018;Volkswagen 17.230ods euro v;Induscar apache u;2019;226;Dianteiro;Manual;Molas;00;87;00;00;00;93;43;16000;300;00;93;72;100;830;80;124;0;2;1;0;0;0;0;4;1;1;0
NYD5168;00464999022;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97236;Azul;Pesado;Metropolitano;Padron;;Comercial;9532L82W8CR235306;2011;Volkswagen 17.230eod;Marcopolo torino u;2012;225;Dianteiro;Manual;Molas;0;110;0;110;0;110;34;17200;300;;85;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
GXH9847;00142410640;Baixado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25935;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W49R928133;2009;Volkswagen 17.230eod;Comil svelto u;2009;225;Dianteiro;Manual;Molas;0;100;0;110;0;110;33;17000;300;0;110;60;150;720;120;80;0;3;1;0;0;0;0;4;1;1;0
HEM8183;00034998630;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25819;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB798980;2011;Mbb of1722m;Induscar apache u;2011;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HJZ5047;00192102788;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38026;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB686085;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;16000;300;;95;65;80;800;80;120;0;3;1;0;0;0;0;4;1;1;0
HKW5335;00167456946;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10249;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B666063;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;80;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HJZ5048;00192103253;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38027;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB686058;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;16000;300;;95;65;100;800;80;120;0;3;1;0;0;0;0;0;0;1;0
HKW5337;00167458744;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10250;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B666079;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;92;70;93;788;121;79;0;3;1;0;0;0;0;3;1;1;0
HJZ5049;00192103695;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38028;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB686067;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;16000;300;;60;70;170;720;80;130;0;3;1;0;0;0;0;0;0;1;0
HKW5343;00167462938;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10256;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B666023;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;80;65;100;822;121;79;0;3;1;0;0;0;0;3;1;1;0
HEM8063;00350002215;Aprovado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25828;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB798988;2011;Mbb of1722m;Induscar apache u;2011;218;Dianteiro;Manual;Molas;0;120;0;120;0;120;38;17000;300;;60;65;100;822;80;120;0;3;1;0;0;0;0;0;0;1;0
HKW5344;00167463373;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10257;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B666037;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;80;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HJZ5045;00192101943;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38029;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB685801;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;0;110;0;112;0;110;38;16000;300;;95;65;80;800;80;120;0;3;1;0;0;0;0;0;0;1;0
HKW5346;00167465490;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10320;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B663690;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HJZ5051;00192104098;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38030;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB686063;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;16000;300;;95;65;100;800;80;120;0;3;1;0;0;0;0;4;1;1;0
GZQ0952;00340678496;Aprovado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30629;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067BB779998;2011;Mbb of1418;Induscar apache u;2011;177;Dianteiro;Manual;Molas;0;95;0;0;0;116;35;14000;300;0;60;65;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HKW5796;00194665607;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10242;Azul;Leve;Metropolitano;Midi;;Comercial;9BM384067AB685262;2009;Mbb of1418;Neobus spectrum city;2010;177;Dianteiro;Manual;Molas;;70;;0;;110;37;14000;210;;60;65;105;630;85;120;0;2;1;0;0;0;0;4;1;1;0
GZQ0958;00340536853;Aprovado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30631;Vermelho;Medio;Metropolitano;Medio;;Convencional;9MB384067BB783080;2011;Mbb of1418;Induscar apache u;2011;177;Dianteiro;Manual;Molas;0;88;0;0;0;116;35;14000;300;0;60;65;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HEM8204;00350009007;Bloqueado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25961;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB798972;2011;Mbb of1722m;Induscar apache u;2011;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;60;60;155;720;85;125;0;3;1;0;0;0;0;4;1;1;0
GXH9851;00142411973;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90383;Vermelho;Pesado;Metropolitano;Padron;;Convencional;9BWRL82W29R927899;2009;Volkswagen 16.210;Comil svelto u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HJZ5043;00192087797;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38021;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB686043;2009;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;16000;300;;95;65;80;800;80;120;0;3;1;0;0;0;0;0;0;1;0
KXS6191;01067079871;Aprovado;RIT: 3 - Célula: 4 - CÉLERE TRANSPORTES LTDA ;METROPOLITANO DE TRANSPORTES;4;61006;Bege/vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384078FB012722;2015;Mbb of1721 euro v;Induscar apache u;2015;208;Dianteiro;Manual;Molas;0;081;0;117;0;0;40;17000;300;0;102;053;110;822;80;120;0;2;1;0;0;0;0;3;1;0;0
GVJ2743;00853674060;Baixado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25610;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B423711;2005;Mbb of1722m;Busscar;2005;218;Dianteiro;Manual;Molas;;70;;0;;110;36;16000;300;;65;65;150;700;90;100;0;2;0;0;0;0;0;0;0;1;0
HKW5345;00167463985;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10259;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B664290;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
GVJ2751;00853687676;Baixado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25611;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B425239;2005;Mbb of1722m;Busscar urbanus;2005;218;Traseiro;Manual;Molas;;70;;;;101;42;17000;300;;80;56;122;790;88;99;0;2;0;0;0;0;0;0;0;1;0
HKW5338;00167459244;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10260;Bege/vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B666074;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;92;70;93;788;121;79;0;3;1;0;0;0;0;3;1;1;0
HDI1439;00883877589;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90371;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B479769;2006;Mbb of1722m;Busscar urbanuss pluss u;2006;218;Dianteiro;Manual;Molas;;70;;0;;110;48;17000;300;;65;65;150;700;80;100;0;2;0;0;0;0;0;0;0;1;0
HLU8942;00167464655;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10261;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B663679;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;85;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HDI1453;00884304710;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90372;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B479988;2006;Mbb of1722m;Busscar urbanuss pluss u;2006;218;Dianteiro;Manual;Molas;;70;;0;;110;48;17000;300;;65;65;150;700;80;100;0;2;0;0;0;0;0;4;1;1;0
HIJ4769;00134621042;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10262;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840679B645150;2009;Mbb of1418;Marcopolo torino u;2009;177;Dianteiro;Manual;Molas;0;110;0;110;0;110;32;17000;300;0;92;70;93;788;121;79;0;3;1;0;0;0;0;4;1;1;0
HDI1443;00883878453;Baixado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25614;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B480048;2006;Mbb of1722m;Busscar urbanuss pluss u;2006;218;Dianteiro;Manual;Molas;;70;;0;;110;48;17000;300;;65;65;150;700;80;100;0;2;0;0;0;0;0;0;0;1;0
HKW5340;00167460757;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10263;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B666030;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;92;70;93;788;121;79;0;3;1;0;0;0;0;3;1;1;0
HDI1455;00884305163;Baixado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25615;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B480050;2006;Mbb of1722m;Busscar urbanuss pluss u;2006;218;Dianteiro;Manual;Molas;;70;;0;;110;48;17000;300;;65;65;150;700;80;100;0;2;0;0;0;0;0;0;0;1;0
HKW5341;00167461290;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10264;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B666050;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;92;70;93;788;121;79;0;3;1;0;0;0;0;4;1;1;0
HKW5348;00167466798;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10266;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B663652;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;92;70;93;788;121;79;0;3;1;0;0;0;0;4;1;1;0
HDI1420;00883563398;Baixado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25616;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B480053;2006;Mbb of1722m;Busscar urbanuss pluss u;2006;218;Dianteiro;Manual;Molas;;70;;;;101;44;17000;300;;80;55;115;800;75;97;0;2;0;0;0;0;0;0;0;1;0
HDI1576;00886808847;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10238;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B480255;2006;Mbb of1722m;Marcopolo torino u;2013;218;Dianteiro;Manual;Molas;;97;;110;;97;38;17000;300;;63;65;180;680;83;100;0;3;1;0;0;0;0;0;0;0;0
HKW5347;00167466135;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10265;Bege/vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B664286;2009;Mbb of1722m;Marcopolo torino u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;92;70;93;788;121;79;0;3;1;0;0;0;0;4;1;1;0
GVE9446;00912727250;Baixado;RIT: 4 - Célula: 2 - TURILESSA LTDA;ESTRADA REAL;2;25617;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840787B518059;2007;Mbb of1722m;Marcopolo torino u;2007;218;Dianteiro;Manual;Molas;;80;;0;;100;42;17000;300;;60;60;110;760;80;100;0;2;1;0;0;0;0;0;0;1;0
QUU8500;01206128671;Aprovado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39120;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067KB111953;2019;Mbb of1519 euro v;Neobus mega u;2020;185;Dianteiro;Manual;Molas;0;110;0;0;0;110;39;17000;300;0;80;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HBZ0867;00149660650;Baixado;RIT: 7 - Célula: 5 - VIAÇÃO SANTA EDWIGES LTDA;CIDADE INDUSTRIAL;5;69155;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W89R925428;2009;Volkswagen 17.230eod;Mascarello granmidi;2009;225;Dianteiro;Manual;Molas;0;100;0;100;0;100;37;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
