Placa;Renavam;Status;Nome Empresa;Nome Consórcio;Número Célula;Número Ordem;Cor;Tipo Veículo;Tipo Cadastro;Padrão Veículo;Tipo Pneu;Padrão Serviço;Número Chassi;Ano Chassi;Modelo Chassi;Modelo Carroceria;Ano Carroceria;Potência Motor;Localização Motor;Tipo Câmbio;Tipo Suspensão;Largura Porta Dianteira Esquerda;Largura Porta Dianteira Direita;Largura Porta Central Esquerda;Largura Porta Central Direita;Largura Porta Traseira Esquerda;Largura Porta Traseira Direita;Quantidade Assentos;Peso Veiculo;Capacidade Tanque1;Capacidade Tanque2;Largura Antes Roleta;Largura Apos Roleta;Comprimento Antes Roleta;Comprimento Apos Roleta;Largura Area Deficientes;Comprimento Area Deficientes;Quantidade Portas Esquerda;Quantidade Portas Direita;Quantidade de Elevador;Quantidade de Wifi;Quantidade de Ar condicionado;Quantidade de TV;Quantidade de GPS;Quantidade de Câmera;Quantidade de Validadores;Quantidade de Roleta eletronica;Quantidade de Suporte de bicicleta
HBG0545;00309721830;Baixado;RIT: 6 - Célula: 2 - VIAÇÃO NOVO RETIRO LTDA;ESMERALDAS NEVES;2;88158;Azul;Medio;Metropolitano;Medio;;Comercial;9BYC51A1ABC001271;2011;Agrale ma 15.0;Mascarello granmidi;2011;185;Dianteiro;Manual;Molas;;80;;0;;100;32;15000;210;;100;60;60;630;80;120;0;2;1;0;0;0;0;0;0;1;0
HBZ0873;00149698712;Baixado;RIT: 7 - Célula: 5 - VIAÇÃO SANTA EDWIGES LTDA;CIDADE INDUSTRIAL;5;69156;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W69R925346;2009;Volkswagen 17.230eod;Mascarello granmidi;2009;225;Dianteiro;Manual;Molas;0;100;0;100;0;100;37;1700;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
GXM0771;00940182416;Baixado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30113;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840678B553128;2007;Mbb of1418;Induscar apache u;2007;177;Dianteiro;Manual;Molas;;90;;0;;110;35;14000;300;;100;65;190;660;80;120;0;2;1;0;0;0;0;4;1;0;0
QUZ8383;01209172760;Aprovado;RIT: 2 - Célula: 6 - URCA AUTO ÔNIBUS LTDA;UNIMINAS;6;34058;Vermelho;Pesado;Metropolitano;Medio;;Comercial;9BM384078LB152210;2019;Mbb of1721 euro v;Induscar apache u;2020;208;Dianteiro;Manual;Molas;0;110;0;110;0;111;42;17000;310;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HJZ4277;00304979287;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10078;Azul;Leve;Metropolitano;Midi;;Comercial;9BM384067BB773234;2011;Mbb of1418;Neobus spectrum city;2011;177;Dianteiro;Manual;Molas;;75;;0;;100;40;14000;300;;75;65;100;680;80;120;0;2;1;0;0;0;0;0;0;1;0
HBZ7H03;00296707511;Aprovado;RIT: 7 - Célula: 5 - VIAÇÃO SANTA EDWIGES LTDA;CIDADE INDUSTRIAL;5;69163;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB767992;2010;Mbb of1722m;Mascarello granmidi;2011;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;250;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HGJ1186;00972742956;Baixado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25097;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM3840788B591619;2008;Mbb of1722m;Marcopolo torino u;2008;218;Dianteiro;Manual;Molas;0;110;0;0;0;110;42;17000;300;0;85;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HEH2522;00183246152;Baixado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30665;Vermelho;Pesado;Metropolitano;Medio;;Comercial;9BM384067AB671057;2009;Mbb of1418;Neobus spectrum city;2010;177;Dianteiro;Manual;Molas;0;80;0;0;0;116;36;14000;300;0;70;60;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HGJ7851;00952745437;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10084;Azul;Leve;Metropolitano;Midi;;Comercial;9BM3840678B573721;2007;Mbb of1418;Neobus spectrum city;2008;177;Dianteiro;Manual;Molas;;75;;0;;100;40;14000;300;;60;65;95;680;80;120;0;2;0;0;0;0;0;3;1;1;0
KQY4205;01049367100;Aprovado;RIT: 3 - Célula: 3 - EMPRESA DE TRANSPORTES SANTA FÉ LTDA;METROPOLITANO DE TRANSPORTES;3;95051;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078FB004219;2015;Mbb of1721 euro v;Induscar apache u;2015;208;Dianteiro;Manual;Molas;00;87;00;00;00;93;43;16000;300;00;80;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
GXM0769;00939522229;Baixado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30114;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840788B553474;2007;Mbb of1722m;Induscar apache u;2007;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;65;65;140;700;80;120;0;3;1;0;0;0;0;0;0;1;0
QWZ1331;01213283628;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38154;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067LB157166;2019;Mbb of1519 euro v;Induscar apache u;2020;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;40;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HEH4429;00928073769;Baixado;RIT: 2 - Célula: 3 - LAGUNA AUTO ÔNIBUS LTDA;UNIMINAS;3;23020;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840677B542410;2007;Mbb of1418;Induscar apache u;2007;177;Dianteiro;Manual;Molas;;90;;0;;110;36;14000;300;;65;65;150;590;90;100;0;2;1;0;0;0;0;0;0;1;0
QWZ1332;01213282850;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38155;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067LB157259;2019;Mbb of1519 euro v;Induscar apache u;2020;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;40;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HGJ7431;00940738651;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10085;Azul;Leve;Metropolitano;Midi;;Comercial;9BM3840678B557843;2007;Mbb of1418;Neobus spectrum city;2008;177;Dianteiro;Manual;Molas;;75;;0;;100;40;14000;300;;60;65;95;680;80;120;0;2;1;0;0;0;0;3;1;1;0
GVE9131;00781000602;Baixado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25067;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRF82W82R209092;2002;Volkswagen 17.210od;Induscar apache u;2002;206;Dianteiro;Manual;Molas;;110;;0;;110;40;17000;300;;60;60;200;630;85;110;0;2;0;0;0;0;0;0;0;1;0
HGJ1351;00162026498;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90406;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B664020;2009;Mbb of1721;Induscar apache u;2009;218;Traseiro;Manual;Molas;0;100;0;120;0;120;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HEH4426;00928079090;Baixado;RIT: 2 - Célula: 3 - LAGUNA AUTO ÔNIBUS LTDA;UNIMINAS;3;23017;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840677B542404;2007;Mbb of1418;Induscar apache u;2007;177;Dianteiro;Manual;Molas;;90;;0;;110;36;14000;300;;65;65;150;590;90;100;0;2;1;0;0;0;0;0;0;1;0
HBZ0G85;00143694235;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90407;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B644579;2009;Mbb of1721;Induscar apache u;2009;218;Traseiro;Automático;Molas;0;100;0;120;0;120;38;16000;300;0;65;65;120;740;80;120;0;3;1;0;0;0;0;3;1;1;0
HGJ1405;00162310170;Baixado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90409;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B665051;2009;Mbb of1721;Induscar apache u;2009;218;Traseiro;Manual;Molas;0;100;0;100;0;100;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HBG0E48;00199048193;Baixado;RIT: 3 - Célula: 1 - VIAÇÃO NOVO RETIRO LTDA;METROPOLITANO DE TRANSPORTES;1;88155;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BYC51A1AAC000889;2010;Agrale ma 15.0;Mascarello granmidi;2010;185;Dianteiro;Manual;Molas;000;80;000;110;000;110;32;15000;200;000;100;80;65;521;80;120;0;3;1;0;0;0;0;4;1;1;0
HGJ1211;00975529862;Baixado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25098;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM3840788B596916;2008;Mbb of1722m;Marcopolo torino u;2008;218;Dianteiro;Manual;Molas;00;95;0;0;0;100;42;17000;300;0;85;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HGJ1366;00162099746;Baixado;RIT: 4 - Célula: 2 - TURILESSA LTDA;ESTRADA REAL;2;25997;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B665333;2009;Mbb of1721;Induscar apache u;2009;218;Traseiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HGJ1233;00115326219;Baixado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25107;Azul;Leve;Metropolitano;Midi;;Comercial;9BM3840678B614608;2008;Mbb of1418;Marcopolo torino u;2008;177;Dianteiro;Manual;Molas;0;90;0;0;0;90;38;14000;300;0;90;60;120;860;80;120;0;2;1;0;0;0;0;4;1;1;0
HGJ1359;00162069162;Baixado;RIT: 4 - Célula: 2 - TURILESSA LTDA;ESTRADA REAL;2;25998;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B663639;2009;Mbb of1721;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;110;0;110;0;120;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HBG5623;00854514155;Baixado;RIT: 7 - Célula: 2 - RIACHO TRANSPORTES LTDA (BELOMONTE);CIDADE INDUSTRIAL;2;97026;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B423292;2005;Mbb of1722m;Marcopolo torino u;2005;218;Dianteiro;Manual;Molas;;90;;0;;100;41;17000;300;;60;60;180;760;80;100;0;2;0;0;0;0;0;4;1;1;0
HBZ2042;00172638046;Aprovado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25990;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B664094;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;65;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HBZ2046;00172658055;Aprovado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25991;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B664087;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;65;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HBG5621;00854511466;Baixado;RIT: 7 - Célula: 2 - RIACHO TRANSPORTES LTDA (BELOMONTE);CIDADE INDUSTRIAL;2;78027;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B423579;2005;Mbb of1722m;Marcopolo torino u;2005;218;Dianteiro;Manual;Molas;;90;;0;;100;41;16000;300;;60;60;180;760;80;100;0;2;0;0;0;0;0;0;0;1;0
HBZ2048;00172678544;Aprovado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25994;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B664026;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;0;0;125;37;17000;300;0;65;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HGJ1266;00142833908;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25124;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B644066;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;;100;;0;;110;42;16000;300;;100;60;110;850;130;80;0;2;1;0;0;0;0;4;1;1;0
HBZ1903;00172302617;Aprovado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25984;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B663658;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;65;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HBG0551;00309721229;Baixado;RIT: 3 - Célula: 1 - VIAÇÃO NOVO RETIRO LTDA;METROPOLITANO DE TRANSPORTES;1;88172;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB767115;2010;Mbb of1721 euro v;Mascarello granmidi;2011;218;Dianteiro;Manual;Molas;;96;;0;;100;32;17000;210;;60;80;155;670;80;120;0;2;1;0;0;0;0;4;1;1;0
HBZ1894;00172202620;Aprovado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25983;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B663667;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;65;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HGJ7307;00937368628;Baixado;RIT: 2 - Célula: 3 - LAGUNA AUTO ÔNIBUS LTDA;UNIMINAS;3;23034;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840678B557352;2007;Mbb of1418;Marcopolo senior midi;2008;177;Dianteiro;Manual;Molas;;70;;0;;100;34;14000;300;;80;70;60;650;80;90;0;2;0;0;0;0;0;0;0;1;0
HBG5618;00854507493;Baixado;RIT: 7 - Célula: 2 - RIACHO TRANSPORTES LTDA (BELOMONTE);CIDADE INDUSTRIAL;2;97028;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM3840785B423529;2005;Mbb of1722m;Marcopolo torino u;2005;218;Dianteiro;Manual;Molas;0;70;0;0;0;100;41;17000;300;0;60;60;180;680;80;100;0;2;0;0;0;0;0;4;1;1;0
HBZ1895;00172202752;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25992;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9bm3840789b664085;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;65;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HGJ1270;00142841021;Aprovado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25125;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B644059;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;100;0;0;0;110;42;17000;300;0;60;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HBZ2079;00172162548;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25995;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9bm3840789b650902;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;065;065;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HBG0552;00309720923;Baixado;RIT: 3 - Célula: 1 - VIAÇÃO NOVO RETIRO LTDA;METROPOLITANO DE TRANSPORTES;1;88173;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB768054;2010;Mbb of1722m;Mascarello granmidi;2011;218;Dianteiro;Manual;Molas;;95;;0;;108;40;17000;210;;90;65;110;790;80;120;0;2;1;0;0;0;0;0;0;1;0
QUF8546;01197483915;Baixado;RIT: 1 - Célula: 5 - VIAÇÃO TRANSMOREIRA;VIA AMAZONAS;5;87199;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078LB134128;2019;Mbb of1721 euro v;Comil svelto u;2020;208;Dianteiro;Manual;Molas;00;95;00;00;00;95;42;17000;300;40;65;60;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
GXM0770;00939958104;Baixado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30115;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840788B553484;2007;Mbb of1722m;Induscar apache u;2007;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;65;65;140;700;80;120;0;3;1;0;0;0;0;4;1;1;0
HIJ4990;00146819268;Bloqueado;RIT: 7 - Célula: 3 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;CIDADE INDUSTRIAL;3;97102;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840679B644635;2009;Mbb of1418;Marcopolo torino u;2009;177;Dianteiro;Manual;Molas;0;90;0;0;0;95;38;14000;310;0;90;65;110;670;80;120;0;2;1;0;0;0;0;4;1;1;0
HGJ1269;00142837350;Aprovado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25126;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B644057;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;;95;;0;;110;41;16000;300;;95;58;120;520;80;123;0;2;1;0;0;0;0;4;0;1;0
HBZ2052;00172683033;Baixado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25987;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B650916;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;065;065;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HBG0553;00309720877;Baixado;RIT: 3 - Célula: 1 - VIAÇÃO NOVO RETIRO LTDA;METROPOLITANO DE TRANSPORTES;1;88174;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB768065;2010;Mbb of1722m;Mascarello granmidi;2011;218;Dianteiro;Manual;Molas;0;95;0;0;0;115;40;17000;300;0;60;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HBZ2049;00172681014;Aprovado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25988;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9bm3840789b663685;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;0;125;0;125;0;125;37;17000;300;0;65;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HDI1801;00893613568;Baixado;RIT: 7 - Célula: 2 - RIACHO TRANSPORTES LTDA (BELOMONTE);CIDADE INDUSTRIAL;2;97029;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM3840786B492296;2006;Mbb of1722m;Marcopolo torino u;2006;218;Dianteiro;Manual;Molas;;100;;0;;100;43;17000;300;;60;65;100;822;80;120;0;2;0;0;0;0;0;4;1;1;0
QXC6040;01215277463;Aprovado;RIT: 5 - Célula: 3 - GÁVEA TRANSPORTES E EMPREENDIMENTOS LTDA;LINHA VERDE;3;29358;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067LB151684;2019;Mbb of1519 euro v;Marcopolo torino u;2020;185;Dianteiro;Manual;Molas;0;90;0;0;0;104;38;15000;300;0;85;65;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HGJ7392;00939720159;Baixado;RIT: 2 - Célula: 3 - LAGUNA AUTO ÔNIBUS LTDA;UNIMINAS;3;23035;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840678B557359;2007;Mbb of1418;Marcopolo senior midi;2008;177;Dianteiro;Manual;Molas;;80;;0;;100;34;14000;300;;100;65;80;680;85;90;0;2;0;0;0;0;0;1;1;1;0
KWM5620;01015682305;Baixado;RIT: 3 - Célula: 3 - EMPRESA DE TRANSPORTES SANTA FÉ LTDA;METROPOLITANO DE TRANSPORTES;3;95056;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078EB962150;2014;Mbb of1721;Marcopolo torino u;2014;208;Dianteiro;Manual;Molas;00;87;00;00;00;93;41;16000;300;00;80;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
GXM0764;00936736348;Baixado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30116;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W97R727440;2007;Volkswagen 17.230eod;Induscar apache u;2007;225;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;65;65;120;690;80;120;0;3;1;0;0;0;0;0;0;1;0
QXR7C98;01224545289;Baixado;RIT: 2 - Célula: 2 - EMPRESA SÃO GONÇALO LTDA;UNIMINAS;2;10267;Prata;Microonibus;Metropolitano;Mini;;Convencional executivo;9BM979277LB166278;2019;Mbb lo916 euro v;Marcopolo senior r;2020;156;Dianteiro;Manual;Molas;0;84;0;0;0;0;22;16380;150;0;0;65;0;680;0;0;0;1;1;0;1;0;0;3;0;0;0
HBG0538;00309720311;Baixado;RIT: 3 - Célula: 1 - VIAÇÃO NOVO RETIRO LTDA;METROPOLITANO DE TRANSPORTES;1;88178;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB767389;2010;Mbb of1722m;Mascarello granmidi;2011;218;Dianteiro;Manual;Molas;;90;;;;94;41;17000;210;;90;60;100;790;80;120;0;2;1;0;0;0;0;0;0;1;0
LRM4440;01015685398;Baixado;RIT: 3 - Célula: 3 - EMPRESA DE TRANSPORTES SANTA FÉ LTDA;METROPOLITANO DE TRANSPORTES;3;95064;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078EB962987;2014;Mbb of1721;Marcopolo torino u;2014;208;Dianteiro;Manual;Molas;00;87;00;00;00;93;41;17000;300;00;80;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HIJ3687;00976738309;Baixado;RIT: 2 - Célula: 3 - LAGUNA AUTO ÔNIBUS LTDA;UNIMINAS;3;23036;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840678B593279;2008;Mbb of1418;Marcopolo senior midi;2008;177;Dianteiro;Manual;Molas;;73;;0;;94;34;14000;300;;100;65;90;680;82;130;0;2;1;0;0;0;0;0;0;1;0
LSS2G14;01097069157;Baixado;RIT: 5 - Célula: 2 - EXPRESSO UNIR LTDA;LINHA VERDE;2;14272;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078GB042507;2016;Mbb of1721 euro v;Marcopolo torino u;2016;208;Dianteiro;Manual;Molas;0;112;0;112;0;0;42;17000;300;0;85;65;100;822;80;120;0;2;1;0;0;0;0;3;1;1;0
HGJ1588;00226823326;Aprovado;RIT: 6 - Célula: 1 - SARITUR - SANTA RITA TRANSPORTE URBANO E RODOVIÁRIO LTDA.;ESMERALDAS NEVES;1;90416;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB703347;2010;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;0;100;0;120;0;120;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HGJ1256;00142812420;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25127;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840789B644065;2009;Mbb of1722m;Induscar apache u;2009;218;Dianteiro;Manual;Molas;;110;;0;;110;42;17000;300;;80;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
PVA3B18;01024770033;Baixado;RIT: 2 - Célula: 6 - URCA AUTO ÔNIBUS LTDA;UNIMINAS;6;34061;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067FB973235;2014;Mbb of1519 euro v;Induscar apache u;2015;185;Dianteiro;Manual;Molas;0;90;0;90;0;111;36;15000;300;0;60;65;100;521;80;120;0;3;1;0;0;0;0;3;1;1;0
HBG0561;00309719917;Aprovado;RIT: 3 - Célula: 1 - VIAÇÃO NOVO RETIRO LTDA;METROPOLITANO DE TRANSPORTES;1;88180;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB767133;2010;Mbb of1722m;Mascarello granmidi;2011;218;Dianteiro;Manual;Molas;0;95;0;0;0;115;40;17000;300;0;60;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
OPH1920;00509512011;Aprovado;RIT: 7 - Célula: 5 - VIAÇÃO SANTA EDWIGES LTDA;CIDADE INDUSTRIAL;5;69217;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078DB881891;2012;Mbb of1721;Induscar apache u;2013;208;Dianteiro;Manual;Molas;0;111;0;112;0;112;38;17000;250;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HKW5025;00148487874;Baixado;RIT: 2 - Célula: 3 - LAGUNA AUTO ÔNIBUS LTDA;UNIMINAS;3;23038;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM3840679B645088;2009;Mbb of1418;Marcopolo senior midi;2009;177;Dianteiro;Manual;Molas;;70;;;;95;33;14000;300;;100;70;90;720;80;120;0;2;1;0;0;0;0;0;0;1;0
HIJ7164;00180689509;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69179;Vermelho;Meio Pesado;Metropolitano;Medio;;Comercial;9532882W9AR007376;2009;Volkswagen 15.190eod;Mascarello granmidi;2010;185;Dianteiro;Manual;Molas;0;100;0;100;0;0;32;15000;275;0;60;65;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
HMV4009;00199861161;Baixado;RIT: 7 - Célula: 1 - EMPRESA SÃO GONÇALO LTDA;CIDADE INDUSTRIAL;1;10088;Azul;Leve;Metropolitano;Midi;;Comercial;9BM384067AB691261;2009;Mbb of1418;Neobus spectrum city;2010;177;Dianteiro;Manual;Molas;;76;;;;112;35;14000;210;;95;56;90;680;72;122;0;2;1;0;0;0;0;4;1;1;0
